new_index,original_index,Contract Area,Number Of Trees,Scientific Name,Common Name,Height In Metres,Spread In Metres,Diameter In Centimetres At Breast Height,Maturity,Longitude,Latitude,Location,image_path
1502,22720,Highways,1,Amelanchier lamarckii,June Berry,5,2,11,Semi-mature,-0.198464,51.550172,"(51.550172, -0.198464)",/content/drive/MyDrive/data/sample_image/1583.png
1503,22729,Highways,1,Amelanchier lamarckii,June Berry,2.2,1.5,6,Young,-0.193729,51.542572,"(51.542572, -0.193729)",/content/drive/MyDrive/data/sample_image/1584.png
1504,22885,Highways,1,Amelanchier lamarckii,June Berry,3,2,9,Young,-0.195445,51.544032,"(51.544032, -0.195445)",/content/drive/MyDrive/data/sample_image/1585.png
1505,22945,Highways,1,Amelanchier lamarckii,June Berry,3,2,6,Semi-mature,-0.199087,51.553458,"(51.553458, -0.199087)",/content/drive/MyDrive/data/sample_image/1586.png
1506,22969,Housing,1,Amelanchier lamarckii,June Berry,4,1,4,Young,-0.155481,51.539748,"(51.539748, -0.155481)",/content/drive/MyDrive/data/sample_image/1588.png
1507,23146,Highways,1,Amelanchier lamarckii,June Berry,5,2,9,Young,-0.141802,51.555408,"(51.555408, -0.141802)",/content/drive/MyDrive/data/sample_image/1589.png
1508,23227,Highways,1,Amelanchier lamarckii,June Berry,6,4,14,Semi-mature,-0.119677,51.52211,"(51.52211, -0.119677)",/content/drive/MyDrive/data/sample_image/1590.png
1509,23366,Highways,1,Amelanchier lamarckii,June Berry,5,3,8,Young,-0.162096,51.551142,"(51.551142, -0.162096)",/content/drive/MyDrive/data/sample_image/1591.png
1510,23729,Highways,1,Amelanchier lamarckii,June Berry,4,1,4,Young,-0.151846,51.549061,"(51.549061, -0.151846)",/content/drive/MyDrive/data/sample_image/1592.png
1511,24086,Parks,1,Amelanchier lamarckii,June Berry,6,2,9,Semi-mature,-0.148874,51.547447,"(51.547447, -0.148874)",/content/drive/MyDrive/data/sample_image/1593.png
1512,24259,Highways,1,Amelanchier lamarckii,June Berry,5,4,8,Young,-0.127396,51.545214,"(51.545214, -0.127396)",/content/drive/MyDrive/data/sample_image/1594.png
17,379,Highways,1,Betula pendula,Birch - Silver,13,3,14,Mature,-0.186808,51.543006,"(51.543006, -0.186808)",/content/drive/MyDrive/data/sample_image/17.png
23,5376,Highways,1,Betula pendula,Birch - Silver,10,6,25,Mature,-0.190721,51.551976,"(51.551976, -0.190721)",/content/drive/MyDrive/data/sample_image/23.png
49,15926,Housing,1,Betula pendula,Birch - Silver,13,7,42,Mature,-0.150012,51.550425,"(51.550425, -0.150012)",/content/drive/MyDrive/data/sample_image/49.png
65,14672,Housing,1,Betula pendula,Birch - Silver,14,7,27,Mature,-0.195992,51.541245,"(51.541245, -0.195992)",/content/drive/MyDrive/data/sample_image/65.png
72,16984,Highways,1,Betula pendula,Birch - Silver,17,5,39,Mature,-0.160909,51.553356,"(51.553356, -0.160909)",/content/drive/MyDrive/data/sample_image/72.png
89,2484,Highways,1,Betula pendula,Birch - Silver,10,7,32,Mature,-0.128509,51.547689,"(51.547689, -0.128509)",/content/drive/MyDrive/data/sample_image/89.png
94,20561,Highways,1,Betula pendula,Birch - Silver,13,8,36,Mature,-0.161785,51.556541,"(51.556541, -0.161785)",/content/drive/MyDrive/data/sample_image/94.png
99,965,Highways,1,Betula pendula,Birch - Silver,11,6,18,Semi-mature,-0.191321,51.55053,"(51.55053, -0.191321)",/content/drive/MyDrive/data/sample_image/99.png
109,1268,Housing,1,Betula pendula,Birch - Silver,8,4,15,Semi-mature,-0.152352,51.553493,"(51.553493, -0.152352)",/content/drive/MyDrive/data/sample_image/109.png
171,9681,Highways,1,Betula pendula,Birch - Silver,14,10,34,Mature,-0.12902,51.547331,"(51.547331, -0.12902)",/content/drive/MyDrive/data/sample_image/171.png
198,23526,Highways,1,Betula pendula,Birch - Silver,16,5,33,Mature,-0.165353,51.550233,"(51.550233, -0.165353)",/content/drive/MyDrive/data/sample_image/198.png
216,2052,Housing,1,Betula pendula,Birch - Silver,14,9,36,Mature,-0.156617,51.547873,"(51.547873, -0.156617)",/content/drive/MyDrive/data/sample_image/216.png
220,16119,Parks,1,Betula pendula,Birch - Silver,9,3,13,Semi-mature,-0.12402,51.527153,"(51.527153, -0.12402)",/content/drive/MyDrive/data/sample_image/220.png
243,7093,Highways,1,Betula pendula,Birch - Silver,12,3,17,Semi-mature,-0.190413,51.551353,"(51.551353, -0.190413)",/content/drive/MyDrive/data/sample_image/243.png
250,11621,Highways,1,Betula pendula,Birch - Silver,14,5,20,Semi-mature,-0.151075,51.548196,"(51.548196, -0.151075)",/content/drive/MyDrive/data/sample_image/250.png
258,21846,Highways,1,Betula pendula,Birch - Silver,6,2,12,Semi-mature,-0.132466,51.550054,"(51.550054, -0.132466)",/content/drive/MyDrive/data/sample_image/258.png
265,20407,Housing,1,Betula pendula,Birch - Silver,10,8,19,Semi-mature,-0.157315,51.54926,"(51.54926, -0.157315)",/content/drive/MyDrive/data/sample_image/265.png
278,7954,Housing,1,Betula pendula,Birch - Silver,10,4,21,Semi-mature,-0.137513,51.535215,"(51.535215, -0.137513)",/content/drive/MyDrive/data/sample_image/278.png
299,18771,Housing,1,Betula pendula,Birch - Silver,9,3,15,Semi-mature,-0.152452,51.546418,"(51.546418, -0.152452)",/content/drive/MyDrive/data/sample_image/299.png
316,11267,Highways,1,Betula pendula,Birch - Silver,6,3,15,Semi-mature,-0.178937,51.542387,"(51.542387, -0.178937)",/content/drive/MyDrive/data/sample_image/316.png
319,845,Housing,1,Betula pendula,Birch - Silver,12,7,28,Mature,-0.159615,51.552793,"(51.552793, -0.159615)",/content/drive/MyDrive/data/sample_image/319.png
322,13619,Housing,1,Betula pendula,Birch - Silver,6,5,14,Mature,-0.140415,51.558227,"(51.558227, -0.140415)",/content/drive/MyDrive/data/sample_image/322.png
354,5282,Highways,1,Betula pendula,Birch - Silver,13,7,31,Mature,-0.190602,51.552037,"(51.552037, -0.190602)",/content/drive/MyDrive/data/sample_image/354.png
376,19310,Highways,1,Betula pendula,Birch - Silver,10,5,25,Mature,-0.139446,51.556846,"(51.556846, -0.139446)",/content/drive/MyDrive/data/sample_image/376.png
402,7864,Housing,1,Betula pendula,Birch - Silver,8,4,20,Mature,-0.200414,51.544541,"(51.544541, -0.200414)",/content/drive/MyDrive/data/sample_image/402.png
407,15580,Housing,1,Betula pendula,Birch - Silver,15,5,26,Semi-mature,-0.112276,51.520699,"(51.520699, -0.112276)",/content/drive/MyDrive/data/sample_image/407.png
451,16532,Housing,1,Betula pendula,Birch - Silver,17,9,40,Mature,-0.161583,51.552257,"(51.552257, -0.161583)",/content/drive/MyDrive/data/sample_image/451.png
478,15251,Housing,1,Betula pendula,Birch - Silver,10,6,21,Semi-mature,-0.198819,51.54487,"(51.54487, -0.198819)",/content/drive/MyDrive/data/sample_image/478.png
481,21310,Highways,1,Betula pendula,Birch - Silver,12,9,33,Mature,-0.1907,51.551816,"(51.551816, -0.1907)",/content/drive/MyDrive/data/sample_image/481.png
483,22077,Housing,1,Betula pendula,Birch - Silver,12,5,32,Mature,-0.137648,51.53524,"(51.53524, -0.137648)",/content/drive/MyDrive/data/sample_image/483.png
565,5181,Housing,1,Betula pendula,Birch - Silver,7,2,8,Early mature,-0.14012,51.530063,"(51.530063, -0.14012)",/content/drive/MyDrive/data/sample_image/565.png
614,15914,Housing,1,Betula pendula,Birch - Silver,8,3,20,Mature,-0.134914,51.534256,"(51.534256, -0.134914)",/content/drive/MyDrive/data/sample_image/614.png
628,10102,Parks,1,Betula pendula,Birch - Silver,10,3,20,Semi-mature,-0.142681,51.529503,"(51.529503, -0.142681)",/content/drive/MyDrive/data/sample_image/628.png
641,9872,Highways,1,Betula pendula,Birch - Silver,10,5,27,Semi-mature,-0.194497,51.54897,"(51.54897, -0.194497)",/content/drive/MyDrive/data/sample_image/641.png
657,18950,Highways,1,Betula pendula,Birch - Silver,15,8,38,Mature,-0.191211,51.553214,"(51.553214, -0.191211)",/content/drive/MyDrive/data/sample_image/657.png
662,13098,Highways,1,Betula pendula,Birch - Silver,9,4,23,Semi-mature,-0.137644,51.547743,"(51.547743, -0.137644)",/content/drive/MyDrive/data/sample_image/662.png
683,6878,Housing,1,Betula pendula,Birch - Silver,7,3,11,Semi-mature,-0.152475,51.553506,"(51.553506, -0.152475)",/content/drive/MyDrive/data/sample_image/683.png
804,19475,Housing,1,Betula pendula,Birch - Silver,14,9,38,Mature,-0.150063,51.560647,"(51.560647, -0.150063)",/content/drive/MyDrive/data/sample_image/804.png
805,14118,Parks,1,Betula pendula,Birch - Silver,12,4,11,Semi-mature,-0.138247,51.544719,"(51.544719, -0.138247)",/content/drive/MyDrive/data/sample_image/805.png
806,7730,Housing,1,Betula pendula,Birch - Silver,16,8,37,Mature,-0.151199,51.553878,"(51.553878, -0.151199)",/content/drive/MyDrive/data/sample_image/806.png
807,15115,Housing,1,Betula pendula,Birch - Silver,9,5,22,Mature,-0.140379,51.558135,"(51.558135, -0.140379)",/content/drive/MyDrive/data/sample_image/807.png
808,3606,Housing,1,Betula pendula,Birch - Silver,7,4,14,Semi-mature,-0.15236,51.553591,"(51.553591, -0.15236)",/content/drive/MyDrive/data/sample_image/808.png
809,9794,Highways,1,Betula pendula,Birch - Silver,14,4,26,Semi-mature,-0.190349,51.551212,"(51.551212, -0.190349)",/content/drive/MyDrive/data/sample_image/809.png
810,8550,Highways,1,Betula pendula,Birch - Silver,12,6,27,Mature,-0.139639,51.548689,"(51.548689, -0.139639)",/content/drive/MyDrive/data/sample_image/810.png
811,3672,Highways,1,Betula pendula,Birch - Silver,15,6,32,Mature,-0.151875,51.549339,"(51.549339, -0.151875)",/content/drive/MyDrive/data/sample_image/811.png
812,23931,Housing,1,Betula pendula,Birch - Silver,12,10,45,Mature,-0.15153,51.553903,"(51.553903, -0.15153)",/content/drive/MyDrive/data/sample_image/812.png
813,8155,Parks,1,Betula pendula,Birch - Silver,13,5,26,Mature,-0.133236,51.547604,"(51.547604, -0.133236)",/content/drive/MyDrive/data/sample_image/813.png
814,19365,Highways,1,Betula pendula,Birch - Silver,10,4,20,Semi-mature,-0.161074,51.553408,"(51.553408, -0.161074)",/content/drive/MyDrive/data/sample_image/814.png
815,15764,Housing,1,Betula pendula,Birch - Silver,10,5,22,Mature,-0.128041,51.546728,"(51.546728, -0.128041)",/content/drive/MyDrive/data/sample_image/815.png
1513,57,Highways,1,Betula pendula,Birch - Silver,15,4,25,Semi-mature,-0.151252,51.569833,"(51.569833, -0.151252)",/content/drive/MyDrive/data/sample_image/1595.png
1514,74,Highways,1,Betula pendula,Birch - Silver,7,4,21,Semi-mature,-0.187435,51.561527,"(51.561527, -0.187435)",/content/drive/MyDrive/data/sample_image/1596.png
1515,147,Housing,1,Betula pendula,Birch - Silver,13,6,30,Mature,-0.149877,51.545314,"(51.545314, -0.149877)",/content/drive/MyDrive/data/sample_image/1597.png
1516,194,Housing,1,Betula pendula,Birch - Silver,14,1,52,Semi-mature,-0.17197,51.598146,"(51.598146, -0.17197)",/content/drive/MyDrive/data/sample_image/1598.png
1517,232,Highways,1,Betula pendula,Birch - Silver,9,7,35,Mature,-0.137826,51.547849,"(51.547849, -0.137826)",/content/drive/MyDrive/data/sample_image/1599.png
1518,238,Housing,1,Betula pendula,Birch - Silver,14,10,39,Mature,-0.156785,51.548031,"(51.548031, -0.156785)",/content/drive/MyDrive/data/sample_image/1600.png
1519,259,Housing,1,Betula pendula,Birch - Silver,16,8,39,Mature,-0.139302,51.543028,"(51.543028, -0.139302)",/content/drive/MyDrive/data/sample_image/1601.png
1520,268,Highways,1,Betula pendula,Birch - Silver,14,6,37,Mature,-0.166428,51.555234,"(51.555234, -0.166428)",/content/drive/MyDrive/data/sample_image/1602.png
1521,278,Housing,1,Betula pendula,Birch - Silver,13,4,22,Mature,-0.120967,51.529309,"(51.529309, -0.120967)",/content/drive/MyDrive/data/sample_image/1603.png
1522,334,Parks,1,Betula pendula,Birch - Silver,9,3,14,Semi-mature,-0.196491,51.548011,"(51.548011, -0.196491)",/content/drive/MyDrive/data/sample_image/1604.png
1523,426,Highways,1,Betula pendula,Birch - Silver,8,6,33,Mature,-0.146561,51.53668,"(51.53668, -0.146561)",/content/drive/MyDrive/data/sample_image/1605.png
1524,445,Highways,1,Betula pendula,Birch - Silver,15,6,36,Mature,-0.179247,51.560194,"(51.560194, -0.179247)",/content/drive/MyDrive/data/sample_image/1606.png
1525,458,Housing,1,Betula pendula,Birch - Silver,17,7,37,Mature,-0.192263,51.53809,"(51.53809, -0.192263)",/content/drive/MyDrive/data/sample_image/1607.png
1526,504,Housing,1,Betula pendula,Birch - Silver,9,3,14,Semi-mature,-0.137499,51.531506,"(51.531506, -0.137499)",/content/drive/MyDrive/data/sample_image/1608.png
1527,555,Housing,1,Betula pendula,Birch - Silver,11,9,33,Mature,-0.184275,51.538381,"(51.538381, -0.184275)",/content/drive/MyDrive/data/sample_image/1609.png
1528,640,Housing,1,Betula pendula,Birch - Silver,4,1.5,6,Young,-0.140025,51.558333,"(51.558333, -0.140025)",/content/drive/MyDrive/data/sample_image/1610.png
1529,700,Parks,1,Betula pendula,Birch - Silver,17,5,27,Mature,-0.182428,51.559263,"(51.559263, -0.182428)",/content/drive/MyDrive/data/sample_image/1611.png
1530,740,Housing,1,Betula pendula,Birch - Silver,17,6,37,Mature,-0.181414,51.539318,"(51.539318, -0.181414)",/content/drive/MyDrive/data/sample_image/1612.png
1531,765,Highways,1,Betula pendula,Birch - Silver,8,7,30,Mature,-0.205419,51.549392,"(51.549392, -0.205419)",/content/drive/MyDrive/data/sample_image/1613.png
1532,805,Housing,1,Betula pendula,Birch - Silver,6,3,13,Semi-mature,-0.152504,51.54759,"(51.54759, -0.152504)",/content/drive/MyDrive/data/sample_image/1614.png
1533,977,Highways,1,Betula pendula,Birch - Silver,12,5,35,Mature,-0.195644,51.549149,"(51.549149, -0.195644)",/content/drive/MyDrive/data/sample_image/1615.png
1534,992,Housing,1,Betula pendula,Birch - Silver,8,4,23,Semi-mature,-0.156299,51.547844,"(51.547844, -0.156299)",/content/drive/MyDrive/data/sample_image/1616.png
1535,1006,Housing,1,Betula pendula,Birch - Silver,7,2,12,Semi-mature,-0.156952,51.544337,"(51.544337, -0.156952)",/content/drive/MyDrive/data/sample_image/1617.png
1536,1024,Housing,1,Betula pendula,Birch - Silver,10,7,37,Mature,-0.140339,51.558171,"(51.558171, -0.140339)",/content/drive/MyDrive/data/sample_image/1618.png
1537,1114,Housing,1,Betula pendula,Birch - Silver,17,6,31,Mature,-0.202152,51.549986,"(51.549986, -0.202152)",/content/drive/MyDrive/data/sample_image/1619.png
1538,1141,Housing,1,Betula pendula,Birch - Silver,12,5,30,Mature,-0.130062,51.533516,"(51.533516, -0.130062)",/content/drive/MyDrive/data/sample_image/1620.png
1539,1161,Highways,1,Betula pendula,Birch - Silver,6,3,13,Young,-0.148879,51.561192,"(51.561192, -0.148879)",/content/drive/MyDrive/data/sample_image/1621.png
1540,1186,Highways,1,Betula pendula,Birch - Silver,15,3,19,Semi-mature,-0.190417,51.551073,"(51.551073, -0.190417)",/content/drive/MyDrive/data/sample_image/1622.png
1541,1266,Housing,1,Betula pendula,Birch - Silver,12,5,21,Mature,-0.15233,51.55354,"(51.55354, -0.15233)",/content/drive/MyDrive/data/sample_image/1623.png
1542,1405,Highways,1,Betula pendula,Birch - Silver,15,3,23,Semi-mature,-0.133072,51.531469,"(51.531469, -0.133072)",/content/drive/MyDrive/data/sample_image/1624.png
1543,1472,Housing,1,Betula pendula,Birch - Silver,6,3,12,Semi-mature,-0.195427,51.541294,"(51.541294, -0.195427)",/content/drive/MyDrive/data/sample_image/1625.png
1544,1490,Housing,1,Betula pendula,Birch - Silver,14,5,32,Mature,-0.191258,51.53741,"(51.53741, -0.191258)",/content/drive/MyDrive/data/sample_image/1626.png
1545,1573,Housing,1,Betula pendula,Birch - Silver,7,2,15,Semi-mature,-0.148372,51.565674,"(51.565674, -0.148372)",/content/drive/MyDrive/data/sample_image/1627.png
1546,1590,Housing,1,Betula pendula,Birch - Silver,15,9,40,Mature,-0.176598,51.542915,"(51.542915, -0.176598)",/content/drive/MyDrive/data/sample_image/1628.png
1547,1593,Parks,1,Betula pendula,Birch - Silver,10,4,21,Semi-mature,-0.142673,51.52918,"(51.52918, -0.142673)",/content/drive/MyDrive/data/sample_image/1629.png
1548,1640,Highways,1,Betula pendula,Birch - Silver,11,9,27,Mature,-0.162581,51.55653,"(51.55653, -0.162581)",/content/drive/MyDrive/data/sample_image/1630.png
1549,1646,Housing,1,Betula pendula,Birch - Silver,14,7,24,Mature,-0.195963,51.541242,"(51.541242, -0.195963)",/content/drive/MyDrive/data/sample_image/1631.png
1550,1651,Highways,1,Betula pendula,Birch - Silver,13,7,37,Mature,-0.148754,51.556618,"(51.556618, -0.148754)",/content/drive/MyDrive/data/sample_image/1632.png
1551,1667,Highways,1,Betula pendula,Birch - Silver,8,4,23,Mature,-0.193167,51.548865,"(51.548865, -0.193167)",/content/drive/MyDrive/data/sample_image/1633.png
1552,1759,Highways,1,Betula pendula,Birch - Silver,14,4,16,Semi-mature,-0.154518,51.547115,"(51.547115, -0.154518)",/content/drive/MyDrive/data/sample_image/1634.png
1553,1781,Housing,1,Betula pendula,Birch - Silver,15,9,33,Mature,-0.156913,51.54777,"(51.54777, -0.156913)",/content/drive/MyDrive/data/sample_image/1635.png
1554,1802,Housing,1,Betula pendula,Birch - Silver,13,7,33,Mature,-0.14742,51.556648,"(51.556648, -0.14742)",/content/drive/MyDrive/data/sample_image/1636.png
1555,1843,Highways,1,Betula pendula,Birch - Silver,4,2,7,Young,-0.174634,51.559299,"(51.559299, -0.174634)",/content/drive/MyDrive/data/sample_image/1637.png
1556,1915,Housing,1,Betula pendula,Birch - Silver,7,8,25,Semi-mature,-0.156146,51.546277,"(51.546277, -0.156146)",/content/drive/MyDrive/data/sample_image/1638.png
1557,1934,Housing,1,Betula pendula,Birch - Silver,15,4,22,Mature,-0.133051,51.549014,"(51.549014, -0.133051)",/content/drive/MyDrive/data/sample_image/1639.png
1558,1938,Housing,1,Betula pendula,Birch - Silver,9,3,16,Semi-mature,-0.163706,51.554935,"(51.554935, -0.163706)",/content/drive/MyDrive/data/sample_image/1640.png
1559,1977,Housing,1,Betula pendula,Birch - Silver,15,7,39,Mature,-0.12086,51.528767,"(51.528767, -0.12086)",/content/drive/MyDrive/data/sample_image/1641.png
1560,1988,Housing,1,Betula pendula,Birch - Silver,9,2,15,Young,-0.127884,51.546952,"(51.546952, -0.127884)",/content/drive/MyDrive/data/sample_image/1642.png
1561,2099,Parks,1,Betula pendula,Birch - Silver,4,2,9,Semi-mature,-0.124062,51.527148,"(51.527148, -0.124062)",/content/drive/MyDrive/data/sample_image/1643.png
1562,2116,Parks,1,Betula pendula,Birch - Silver,18,4,26,Mature,-0.146305,51.56902,"(51.56902, -0.146305)",/content/drive/MyDrive/data/sample_image/1644.png
1563,2133,Housing,1,Betula pendula,Birch - Silver,9,4,20,Mature,-0.128697,51.546952,"(51.546952, -0.128697)",/content/drive/MyDrive/data/sample_image/1645.png
118,2174,Highways,1,Carpinus betulus,Hornbeam,10,4,39,Semi-mature,-0.129322,51.529011,"(51.529011, -0.129322)",/content/drive/MyDrive/data/sample_image/118.png
362,17273,Highways,1,Carpinus betulus,Hornbeam,5,2,6,Young,-0.136538,51.539025,"(51.539025, -0.136538)",/content/drive/MyDrive/data/sample_image/362.png
511,14947,Housing,1,Carpinus betulus,Hornbeam,12,6,20,Semi-mature,-0.156532,51.54701,"(51.54701, -0.156532)",/content/drive/MyDrive/data/sample_image/511.png
524,11186,Highways,1,Carpinus betulus,Hornbeam,4,2,9,Young,-0.141428,51.559936,"(51.559936, -0.141428)",/content/drive/MyDrive/data/sample_image/524.png
567,1309,Highways,1,Carpinus betulus,Hornbeam,5,3,6,Young,-0.114616,51.524571,"(51.524571, -0.114616)",/content/drive/MyDrive/data/sample_image/567.png
580,17228,Highways,1,Carpinus betulus,Hornbeam,4,1,5,Young,-0.171808,51.54259,"(51.54259, -0.171808)",/content/drive/MyDrive/data/sample_image/580.png
583,20612,Highways,1,Carpinus betulus,Hornbeam,3,2,5,Young,-0.141149,51.559113,"(51.559113, -0.141149)",/content/drive/MyDrive/data/sample_image/583.png
648,10149,Highways,1,Carpinus betulus,Hornbeam,2.5,1.5,4,Young,-0.150781,51.554224,"(51.554224, -0.150781)",/content/drive/MyDrive/data/sample_image/648.png
900,11036,Highways,1,Carpinus betulus,Hornbeam,5,1,5,Young,-0.136809,51.538897,"(51.538897, -0.136809)",/content/drive/MyDrive/data/sample_image/900.png
